policy_id,age,gender,territory,vehicle_type,annual_miles,driving_experience_years,exposure,claim_count,total_claim_amount
P0005775,49,F,C,sedan,32390,35.6,0.7108,0,0.0
P0005776,77,F,C,suv,7449,61.7,0.8982,0,0.0
P0005777,43,M,B,sedan,35207,27.7,0.541,0,0.0
P0005778,24,F,C,truck,35192,10.0,0.925,1,1645.69
P0005779,62,M,A,suv,31771,45.4,0.6063,0,0.0
P0005780,25,F,C,sedan,26486,8.1,0.6754,1,2272.74
P0005781,30,F,B,sedan,10531,13.0,0.93,0,0.0
P0005782,27,M,B,sedan,8096,11.6,0.9188,1,5839.58
P0005783,73,F,C,suv,33494,57.2,0.7575,0,0.0
P0005784,79,F,B,truck,16353,62.6,0.5408,0,0.0
P0005785,53,M,B,sedan,18937,34.4,0.7952,0,0.0
P0005786,56,M,B,truck,7482,40.4,0.8809,0,0.0
P0005787,58,M,A,sedan,6854,44.4,0.6312,0,0.0
P0005788,56,F,A,truck,21787,39.6,0.5915,0,0.0
P0005789,52,F,C,truck,17571,35.9,0.7485,0,0.0
P0005790,80,F,A,suv,26704,66.2,0.8747,0,0.0
P0005791,64,M,B,truck,30858,47.8,0.7524,3,9036.47
P0005792,23,M,B,sedan,6753,7.8,0.6197,0,0.0
P0005793,42,M,C,suv,35081,25.2,0.9345,0,0.0
P0005794,79,M,C,sedan,33587,61.2,0.936,0,0.0
P0005795,43,F,A,sedan,22773,27.1,0.8292,0,0.0
P0005796,30,M,A,suv,16598,12.0,0.5371,0,0.0
P0005797,72,F,B,truck,10166,55.6,0.6161,0,0.0
P0005798,57,F,A,truck,12278,40.5,0.8093,0,0.0
P0005799,53,M,B,suv,26735,36.6,0.8907,0,0.0
P0005800,44,M,A,truck,9025,27.4,0.7371,1,5964.47
P0005801,25,F,A,suv,34931,10.8,0.652,0,0.0
P0005802,42,F,C,suv,9514,28.7,0.9423,0,0.0
P0005803,45,M,C,sedan,28394,25.8,0.6907,0,0.0
P0005804,76,F,B,sedan,31343,58.6,0.9581,0,0.0
P0005805,37,M,A,sedan,14168,21.1,0.7662,0,0.0
P0005806,27,M,C,suv,19881,7.9,0.8071,1,1592.82
P0005807,44,F,B,suv,22881,21.3,0.5625,0,0.0
P0005808,80,F,C,truck,29751,66.0,0.6338,1,33473.4
P0005809,48,F,A,truck,6585,31.1,0.9873,0,0.0
P0005810,41,M,A,suv,12039,22.7,0.8593,0,0.0
P0005811,60,F,B,suv,9645,46.3,0.7385,1,484.5
P0005812,58,M,C,suv,14856,44.1,0.7607,0,0.0
P0005813,36,F,A,suv,25862,17.1,0.5439,0,0.0
P0005814,78,M,A,sedan,17791,61.1,0.8917,0,0.0
P0005815,55,F,B,truck,20258,39.4,0.5357,0,0.0
P0005816,21,F,C,truck,19090,7.3,0.6935,0,0.0
P0005817,43,M,C,suv,5165,25.3,0.7053,0,0.0
P0005818,76,M,C,sedan,8028,61.8,0.8015,0,0.0
P0005819,42,F,B,sedan,12041,27.0,0.7078,0,0.0
P0005820,53,F,C,truck,6395,37.9,0.9804,0,0.0
P0005821,56,M,B,truck,30489,39.7,0.899,0,0.0
P0005822,62,F,A,truck,35872,47.2,0.9797,0,0.0
P0005823,72,F,B,suv,20028,56.9,0.7594,0,0.0
P0005824,27,F,B,suv,25662,8.1,0.6511,0,0.0
P0005825,50,F,B,sedan,6745,32.7,0.9907,0,0.0
P0005826,51,M,A,suv,6697,34.0,0.5406,0,0.0
P0005827,27,M,C,sedan,23752,9.1,0.9635,0,0.0
P0005828,60,M,C,truck,28949,45.1,0.5479,1,5888.74
P0005829,25,M,A,sedan,33806,7.3,0.9035,1,1408.43
P0005830,46,F,C,truck,16194,28.1,0.89,0,0.0
P0005831,38,M,A,sedan,17973,23.0,0.8298,0,0.0
P0005832,27,F,A,sedan,29690,8.8,0.8913,0,0.0
P0005833,69,F,A,suv,9363,51.5,0.544,0,0.0
P0005834,33,M,B,suv,34443,15.5,0.6868,0,0.0
P0005835,34,F,A,suv,14227,13.7,0.6682,0,0.0
P0005836,71,F,B,suv,5823,53.8,0.9908,0,0.0
P0005837,73,F,C,suv,29502,57.8,0.7363,0,0.0
P0005838,20,M,B,sedan,34893,2.7,0.5248,1,876.98
P0005839,35,F,C,truck,19931,18.0,0.6297,0,0.0
P0005840,62,M,C,truck,10138,47.2,0.922,0,0.0
P0005841,67,M,B,suv,9693,54.0,0.9458,1,11246.03
P0005842,80,M,A,sedan,14214,63.1,0.9637,0,0.0
P0005843,52,F,A,suv,21547,33.1,0.5721,0,0.0
P0005844,18,M,B,sedan,24435,0.0,0.844,1,1884.95
P0005845,73,F,B,truck,26645,55.4,0.7012,0,0.0
P0005846,28,M,B,sedan,27193,7.9,0.8677,0,0.0
P0005847,25,M,B,sedan,12465,7.7,0.9122,1,4486.92
P0005848,60,F,B,sedan,10277,43.4,0.6306,0,0.0
P0005849,56,M,A,suv,34492,38.6,0.7502,0,0.0
P0005850,21,F,A,suv,9241,5.5,0.6636,0,0.0
P0005851,28,F,A,suv,20798,13.5,0.728,0,0.0
P0005852,55,F,C,sedan,13882,40.0,0.6453,0,0.0
P0005853,34,M,B,truck,27669,18.0,0.6698,0,0.0
P0005854,61,M,B,sedan,15093,42.3,0.6361,0,0.0
P0005855,43,M,B,sedan,8113,28.9,0.6492,0,0.0
P0005856,55,F,B,suv,14864,39.9,0.789,0,0.0
P0005857,47,M,A,suv,8117,28.4,0.8001,0,0.0
P0005858,41,M,A,suv,10310,24.7,0.9604,0,0.0
P0005859,39,M,A,sedan,19657,22.4,0.6953,0,0.0
P0005860,61,F,A,suv,35095,44.7,0.8287,0,0.0
P0005861,50,F,A,sedan,11304,29.1,0.9827,0,0.0
P0005862,55,M,C,sedan,29740,36.9,0.7332,0,0.0
P0005863,54,F,A,sedan,21135,36.5,0.8896,0,0.0
P0005864,31,F,A,suv,35380,13.6,0.9849,0,0.0
P0005865,75,M,A,sedan,21134,57.2,0.8949,0,0.0
P0005866,53,F,A,sedan,8213,32.3,0.5403,1,1098.51
P0005867,63,F,A,sedan,17718,46.7,0.5966,0,0.0
P0005868,73,F,A,sedan,7342,55.7,0.6474,0,0.0
P0005869,76,M,A,sedan,11879,58.9,0.8431,0,0.0
P0005870,60,M,C,suv,21615,41.2,0.8357,0,0.0
P0005871,67,F,A,sedan,32900,46.6,0.5686,0,0.0
P0005872,47,F,A,sedan,24048,31.2,0.7247,1,2005.4
P0005873,64,M,B,suv,16306,46.1,0.7109,0,0.0
P0005874,38,F,A,sedan,24689,20.6,0.8449,0,0.0
P0005875,62,M,B,suv,12574,47.8,0.6305,0,0.0
P0005876,23,M,B,suv,7890,4.1,0.6189,0,0.0
P0005877,75,F,C,suv,27747,54.9,0.7984,2,15157.15
P0005878,33,F,C,suv,31157,14.4,0.5414,0,0.0
P0005879,59,F,B,sedan,23982,43.3,0.8344,0,0.0
P0005880,18,M,A,sedan,20181,3.7,0.7197,0,0.0
P0005881,27,F,B,sedan,19195,8.7,0.7682,0,0.0
P0005882,80,M,A,truck,16412,65.2,0.901,1,2405.49
P0005883,70,M,C,sedan,35067,55.0,0.5905,0,0.0
P0005884,32,M,A,sedan,20637,14.6,0.605,0,0.0
P0005885,26,M,B,suv,32028,7.5,0.9505,1,738.36
P0005886,69,F,A,suv,6254,52.7,0.8705,1,7266.33
P0005887,80,M,B,truck,15929,63.4,0.6313,0,0.0
P0005888,28,M,A,sedan,11667,11.2,0.8604,0,0.0
P0005889,59,F,A,truck,8610,43.8,0.7286,0,0.0
P0005890,35,F,B,suv,35953,18.8,0.8086,0,0.0
P0005891,64,F,B,suv,6613,50.2,0.8933,0,0.0
P0005892,44,F,A,sedan,22129,25.5,0.5224,0,0.0
P0005893,25,M,A,sedan,11740,2.4,0.8056,0,0.0
P0005894,38,F,C,sedan,7434,20.9,0.6692,1,6904.27
P0005895,51,M,B,suv,35458,31.6,0.7581,0,0.0
P0005896,68,M,B,sedan,14077,51.5,0.6819,0,0.0
P0005897,19,F,B,sedan,15896,4.7,0.9705,0,0.0
P0005898,78,M,B,sedan,10728,56.5,0.7986,0,0.0
P0005899,58,F,B,truck,26275,42.7,0.9233,0,0.0
P0005900,73,F,A,sedan,33665,54.1,0.6284,0,0.0
P0005901,76,F,B,sedan,15515,58.6,0.6823,0,0.0
P0005902,27,F,B,suv,29992,7.6,0.8935,0,0.0
P0005903,23,F,A,truck,17679,6.1,0.6172,1,1544.56
P0005904,66,F,B,suv,21954,51.3,1.0,0,0.0
P0005905,29,F,A,suv,29811,13.3,0.83,0,0.0
P0005906,27,F,A,sedan,34505,5.3,0.9484,0,0.0
P0005907,47,M,C,sedan,23874,29.4,0.5523,0,0.0
P0005908,75,F,C,sedan,16558,53.6,0.7069,1,10911.59
P0005909,68,M,A,sedan,19536,51.7,0.668,0,0.0
P0005910,50,M,B,sedan,31813,31.6,0.9855,0,0.0
P0005911,30,M,A,suv,15954,15.6,0.5724,0,0.0
P0005912,39,M,B,sedan,19493,21.9,0.8741,0,0.0
P0005913,61,M,B,suv,29034,39.6,0.8154,0,0.0
P0005914,27,M,C,sedan,31307,11.6,0.9257,0,0.0
P0005915,51,M,A,truck,18847,35.4,0.9886,0,0.0
P0005916,18,M,A,truck,32921,0.0,0.9029,0,0.0
P0005917,38,F,C,sedan,31731,20.8,0.6261,0,0.0
P0005918,33,M,A,sedan,19351,12.2,0.9171,0,0.0
P0005919,60,M,A,truck,13599,43.5,0.7634,0,0.0
P0005920,75,F,B,truck,10518,57.9,0.8267,0,0.0
P0005921,27,M,B,sedan,8741,9.4,0.6402,0,0.0
P0005922,68,M,A,sedan,10963,53.2,0.908,0,0.0
P0005923,59,M,B,truck,7128,44.6,0.7222,0,0.0
P0005924,79,F,A,suv,13954,64.8,0.9042,1,4996.57
P0005925,75,F,B,suv,35734,64.6,0.7136,0,0.0
P0005926,24,F,C,sedan,11911,7.2,0.8083,0,0.0
P0005927,64,M,B,truck,16924,49.6,0.5515,0,0.0
P0005928,55,M,B,suv,17035,39.1,0.5462,0,0.0
P0005929,25,M,B,sedan,21109,6.0,0.9765,0,0.0
P0005930,34,F,A,suv,20707,18.9,0.863,0,0.0
P0005931,76,F,C,sedan,23013,57.6,0.5863,1,6692.47
P0005932,52,M,C,sedan,7700,38.2,0.7989,0,0.0
P0005933,39,M,C,suv,14955,23.4,0.8906,0,0.0
P0005934,38,F,C,suv,33198,17.5,0.7994,0,0.0
P0005935,70,F,B,truck,35259,53.9,0.7242,0,0.0
P0005936,35,F,B,suv,5075,15.4,0.9176,0,0.0
P0005937,28,M,A,sedan,24538,6.3,0.5254,0,0.0
P0005938,54,M,C,sedan,9287,37.8,0.8167,0,0.0
P0005939,80,F,B,suv,21603,64.3,0.7365,0,0.0
P0005940,29,M,A,sedan,5260,16.3,0.8241,0,0.0
P0005941,34,M,C,suv,28440,16.4,0.6452,0,0.0
P0005942,47,M,B,sedan,35582,29.2,0.5812,0,0.0
P0005943,30,F,C,sedan,8818,11.5,0.9871,0,0.0
P0005944,59,F,C,sedan,17730,39.2,0.9321,0,0.0
P0005945,33,M,C,sedan,11017,18.1,0.9545,1,898.36
P0005946,26,M,B,sedan,11076,5.3,0.8844,1,808.82
P0005947,34,M,B,suv,29577,17.6,0.5325,0,0.0
P0005948,76,M,C,sedan,8678,58.3,0.814,0,0.0
P0005949,76,F,A,truck,8844,59.1,0.6907,0,0.0
P0005950,49,F,A,suv,16482,33.5,0.6671,0,0.0
P0005951,43,F,C,suv,14578,28.4,0.6246,0,0.0
P0005952,69,M,C,truck,35252,51.6,0.5903,0,0.0
P0005953,30,F,C,truck,17229,14.9,0.5697,0,0.0
P0005954,59,M,A,truck,22010,42.4,0.5606,0,0.0
P0005955,60,M,A,sedan,8197,43.8,0.8558,0,0.0
P0005956,62,M,C,sedan,15980,45.7,0.9652,1,7037.11
P0005957,31,M,A,suv,11389,17.6,0.6902,0,0.0
P0005958,63,M,B,suv,16300,52.3,0.553,1,2657.12
P0005959,56,F,A,suv,14413,37.3,0.6106,0,0.0
P0005960,73,M,C,suv,8637,53.7,0.8735,0,0.0
P0005961,28,F,B,sedan,22192,16.1,0.6743,0,0.0
P0005962,56,F,A,sedan,21027,38.2,0.8314,1,399.33
P0005963,70,M,B,suv,21079,52.6,0.6028,0,0.0
P0005964,35,M,A,suv,18149,20.6,0.8784,0,0.0
P0005965,64,M,B,truck,21272,45.2,0.8276,0,0.0
P0005966,24,F,B,suv,27594,4.7,0.6111,0,0.0
P0005967,63,F,B,sedan,13104,43.9,0.966,0,0.0
P0005968,56,M,B,sedan,10950,35.5,0.7613,0,0.0
P0005969,30,M,A,sedan,26008,11.0,0.6099,0,0.0
P0005970,22,F,A,sedan,9257,6.7,0.7833,0,0.0
P0005971,64,M,C,suv,15895,47.0,0.7077,0,0.0
P0005972,33,M,B,suv,23025,15.2,0.9586,0,0.0
P0005973,49,M,B,truck,23117,29.0,0.6549,0,0.0
P0005974,21,F,A,suv,28002,4.5,0.9432,0,0.0
P0005975,78,M,C,sedan,19623,62.3,0.8712,0,0.0
P0005976,52,F,C,suv,20422,38.3,0.8399,0,0.0
P0005977,76,F,A,sedan,6376,57.3,0.5919,0,0.0
P0005978,28,F,B,sedan,29491,10.6,0.5431,0,0.0
P0005979,30,M,B,sedan,12345,14.7,0.9322,0,0.0
P0005980,56,M,C,sedan,31073,37.5,0.7853,0,0.0
P0005981,56,F,C,sedan,24981,39.7,0.9826,0,0.0
P0005982,67,F,B,suv,33415,52.6,0.7582,0,0.0
P0005983,76,F,C,suv,32129,56.3,0.7957,0,0.0
P0005984,69,F,B,sedan,16723,56.1,0.9986,0,0.0
P0005985,26,M,A,suv,17210,8.7,0.8579,0,0.0
P0005986,37,F,B,sedan,33034,20.2,0.68,0,0.0
P0005987,75,F,B,suv,32381,61.3,0.9139,1,5706.93
P0005988,52,M,A,suv,26980,34.3,0.6477,0,0.0
P0005989,72,F,B,sedan,33628,56.4,0.7625,0,0.0
P0005990,53,M,A,suv,24372,32.6,0.619,0,0.0
P0005991,21,M,A,sedan,5766,2.0,0.9973,0,0.0
P0005992,47,M,C,sedan,22167,29.6,0.9673,1,2847.27
P0005993,69,M,A,sedan,16471,57.0,0.9369,0,0.0
P0005994,59,F,C,sedan,5611,43.1,0.7006,0,0.0
P0005995,26,M,A,sedan,22230,10.3,0.8643,0,0.0
P0005996,31,M,B,sedan,22370,11.6,0.6304,0,0.0
P0005997,71,F,C,sedan,27688,53.6,0.695,0,0.0
P0005998,79,M,C,sedan,29148,61.4,0.9023,0,0.0
P0005999,65,M,C,suv,14998,46.0,0.5282,0,0.0
P0006000,24,M,A,suv,35639,3.7,0.5248,0,0.0
P0006001,57,M,A,truck,18692,37.1,0.8305,0,0.0
P0006002,70,F,B,suv,18426,51.9,0.8873,0,0.0
P0006003,58,M,C,truck,10600,41.5,0.6918,0,0.0
P0006004,55,M,C,suv,35694,37.1,0.8373,1,2349.47
P0006005,47,M,B,suv,17216,30.1,0.9515,0,0.0
P0006006,33,F,A,suv,10303,14.4,0.55,0,0.0
P0006007,35,M,A,truck,31238,19.1,0.9153,0,0.0
P0006008,64,M,C,suv,34704,45.2,0.7909,0,0.0
P0006009,22,F,B,truck,11636,4.9,0.7112,0,0.0
P0006010,23,M,C,sedan,23279,5.2,0.5259,1,411.99
P0006011,42,M,B,truck,33059,27.4,0.692,1,2349.19
P0006012,66,M,C,sedan,25539,49.5,0.8969,0,0.0
P0006013,59,M,C,sedan,18538,41.1,0.771,0,0.0
P0006014,55,F,A,sedan,22784,38.4,0.5882,0,0.0
P0006015,51,M,C,suv,8151,38.7,0.6161,0,0.0
P0006016,24,M,A,sedan,35468,9.5,0.9238,0,0.0
P0006017,38,F,B,sedan,20906,20.3,0.7165,0,0.0
P0006018,23,F,C,sedan,6373,3.0,0.5477,0,0.0
P0006019,65,F,A,suv,15476,48.5,0.9867,0,0.0
P0006020,65,M,A,sedan,17724,49.0,0.6267,0,0.0
P0006021,34,F,B,suv,35830,14.9,0.8982,0,0.0
P0006022,36,M,C,suv,32132,19.0,0.5064,0,0.0
P0006023,37,M,A,suv,14423,18.5,0.6283,1,1794.64
P0006024,74,M,B,suv,10179,57.6,0.6686,1,4313.14
P0006025,48,F,B,sedan,6324,31.8,0.9297,0,0.0
P0006026,66,M,B,truck,22657,47.4,0.874,0,0.0
P0006027,46,F,B,truck,18809,27.7,0.654,0,0.0
P0006028,61,M,B,sedan,21230,44.6,0.8937,0,0.0
P0006029,51,F,C,sedan,13455,36.2,0.905,0,0.0
P0006030,35,M,B,suv,30030,21.3,0.756,0,0.0
P0006031,73,F,C,truck,21012,59.1,0.7539,0,0.0
P0006032,62,F,C,truck,33465,46.3,0.7548,0,0.0
P0006033,66,M,A,truck,12431,48.4,0.5837,0,0.0
P0006034,77,M,C,truck,13023,63.3,0.9064,1,371.17
P0006035,33,M,B,suv,23169,19.2,0.8573,1,3493.04
P0006036,23,M,A,sedan,26487,5.2,0.9247,0,0.0
P0006037,54,F,B,sedan,14149,33.9,0.9078,0,0.0
P0006038,38,F,C,sedan,21978,18.8,0.8927,0,0.0
P0006039,45,M,A,sedan,20840,31.7,0.8902,0,0.0
P0006040,32,M,B,sedan,25546,14.2,0.9722,0,0.0
P0006041,43,M,B,sedan,24726,24.1,0.8027,0,0.0
P0006042,42,F,B,suv,11211,26.0,0.914,0,0.0
P0006043,40,M,C,sedan,8526,23.5,0.9007,1,3351.84
P0006044,64,F,A,truck,13452,46.3,0.6351,0,0.0
P0006045,55,M,C,truck,8916,37.0,0.7829,0,0.0
P0006046,47,M,C,sedan,22045,29.2,0.8648,0,0.0
P0006047,25,M,B,sedan,20876,6.6,0.5517,0,0.0
P0006048,53,F,B,sedan,5091,35.6,0.7653,0,0.0
P0006049,29,F,A,truck,30568,13.3,0.5014,0,0.0
P0006050,37,F,A,suv,27209,20.9,0.6202,0,0.0
P0006051,44,F,B,sedan,19461,28.6,0.7432,0,0.0
P0006052,26,F,A,suv,10008,9.9,0.6535,0,0.0
P0006053,42,M,C,truck,9989,23.9,0.8855,0,0.0
P0006054,34,F,B,sedan,33870,18.5,0.8187,0,0.0
P0006055,71,F,A,suv,12316,51.9,0.6338,0,0.0
P0006056,72,M,A,sedan,31678,57.0,0.5085,0,0.0
P0006057,18,F,C,sedan,25568,0.6,0.6274,1,423.66
P0006058,55,F,A,truck,24323,36.3,0.7595,0,0.0
P0006059,58,M,B,sedan,30911,40.1,0.8811,1,4518.51
P0006060,41,F,A,truck,32622,27.7,0.8017,0,0.0
P0006061,47,F,C,suv,13385,29.7,0.5279,0,0.0
P0006062,67,M,B,sedan,35604,51.5,0.7333,0,0.0
P0006063,41,F,B,suv,8972,26.6,0.9798,0,0.0
P0006064,22,F,B,sedan,29023,4.6,0.952,1,2314.43
P0006065,41,F,A,sedan,16972,26.5,0.8712,0,0.0
P0006066,33,F,B,sedan,24425,15.5,0.6419,0,0.0
P0006067,42,M,A,truck,30885,22.1,0.5111,0,0.0
P0006068,32,F,A,truck,18927,14.4,0.7282,0,0.0
P0006069,27,F,A,sedan,7529,10.5,0.6872,1,1889.84
P0006070,80,F,B,sedan,30220,63.3,0.8379,1,2719.7
P0006071,26,M,C,truck,9079,7.2,0.5353,1,4778.59
P0006072,62,F,A,suv,26837,45.6,0.9617,0,0.0
P0006073,63,M,C,sedan,18641,46.9,0.8679,0,0.0
P0006074,56,F,C,sedan,19651,40.9,0.9855,0,0.0
P0006075,75,M,A,sedan,13128,59.8,0.9327,0,0.0
P0006076,18,F,A,sedan,20501,0.0,0.7151,0,0.0
P0006077,37,F,A,suv,10801,21.0,0.8312,0,0.0
P0006078,29,M,A,suv,12097,10.9,0.9228,0,0.0
P0006079,54,F,C,suv,19669,35.7,0.6019,0,0.0
P0006080,58,M,B,sedan,29446,42.9,0.5048,0,0.0
P0006081,74,M,B,suv,20924,58.6,0.6538,0,0.0
P0006082,41,M,B,suv,32228,22.8,0.7187,0,0.0
P0006083,32,F,A,suv,13505,14.7,0.8123,0,0.0
P0006084,76,M,C,sedan,5510,59.4,0.6317,0,0.0
P0006085,60,F,B,sedan,14550,42.1,0.721,0,0.0
P0006086,66,M,A,sedan,8468,47.0,0.8243,0,0.0
P0006087,46,M,B,sedan,21215,29.1,0.9122,0,0.0
P0006088,46,M,A,suv,35728,30.1,0.6135,0,0.0
P0006089,42,M,C,suv,20151,24.8,0.9,0,0.0
P0006090,65,M,B,sedan,10521,49.6,0.9696,0,0.0
P0006091,31,M,C,suv,23096,13.7,0.7048,0,0.0
P0006092,79,F,C,suv,27832,62.0,0.776,0,0.0
P0006093,29,M,B,suv,31988,13.6,0.505,0,0.0
P0006094,47,F,B,suv,19906,30.8,0.8551,1,7653.06
P0006095,37,F,B,truck,18154,20.6,0.936,0,0.0
P0006096,58,M,A,suv,21161,39.5,0.51,0,0.0
P0006097,60,F,C,sedan,11629,44.8,0.9218,0,0.0
P0006098,75,M,B,truck,8359,59.6,0.5745,0,0.0
P0006099,67,F,C,sedan,28923,50.7,0.921,0,0.0
P0006100,33,F,B,suv,9273,14.9,0.771,0,0.0
P0006101,31,M,A,truck,26359,12.5,0.6851,1,1721.29
P0006102,73,F,B,sedan,22915,55.5,0.9706,0,0.0
P0006103,48,M,A,sedan,19614,29.6,0.8062,0,0.0
P0006104,24,M,A,sedan,16706,4.7,0.5193,1,474.11
P0006105,69,M,B,truck,35498,51.7,0.883,0,0.0
P0006106,58,F,A,sedan,29721,42.6,0.5912,0,0.0
P0006107,19,M,C,suv,10075,2.2,0.9616,1,943.43
P0006108,67,F,B,sedan,35131,52.7,0.5832,0,0.0
P0006109,56,F,B,sedan,9021,38.2,0.7438,0,0.0
P0006110,56,F,A,sedan,30181,40.0,0.7613,1,962.39
P0006111,72,F,A,truck,18225,54.8,0.7819,0,0.0
P0006112,49,F,B,sedan,17583,32.2,0.7666,0,0.0
P0006113,47,F,A,truck,20632,30.8,0.7195,0,0.0
P0006114,56,F,B,suv,19947,38.5,0.8564,1,3832.68
P0006115,30,M,B,truck,8908,13.2,0.5778,0,0.0
P0006116,27,F,A,sedan,9857,11.3,0.8936,1,1936.76
P0006117,71,F,B,suv,27806,56.2,0.5187,0,0.0
P0006118,31,F,A,sedan,26566,13.3,0.921,0,0.0
P0006119,49,F,A,sedan,17182,34.4,0.8749,0,0.0
P0006120,35,M,C,suv,18868,14.4,0.8977,0,0.0
P0006121,32,M,A,sedan,16879,12.4,0.6485,0,0.0
P0006122,55,M,A,truck,31578,41.2,0.9249,0,0.0
P0006123,68,M,B,sedan,7149,49.7,0.8456,0,0.0
P0006124,45,F,B,sedan,25212,25.7,0.9843,0,0.0
P0006125,26,M,C,suv,14549,10.2,0.51,0,0.0
P0006126,33,F,C,sedan,10286,15.3,0.8953,1,156.01
P0006127,28,F,C,sedan,9870,11.3,0.8117,0,0.0
P0006128,73,F,B,truck,17740,54.6,0.9945,0,0.0
P0006129,38,F,B,sedan,9499,21.9,0.7215,0,0.0
P0006130,41,M,A,suv,25985,22.0,0.6398,0,0.0
P0006131,22,F,C,sedan,15167,5.3,0.9399,0,0.0
P0006132,46,F,B,sedan,31595,29.6,0.6628,0,0.0
P0006133,75,F,A,sedan,9521,56.7,0.8514,0,0.0
P0006134,43,M,B,truck,15875,24.2,0.6659,0,0.0
P0006135,59,M,C,suv,16859,46.7,0.9729,0,0.0
P0006136,29,M,B,sedan,25754,17.8,0.7631,1,1003.9
P0006137,27,M,A,sedan,14178,9.3,0.6599,1,1890.37
P0006138,64,M,C,truck,10381,48.3,0.9112,0,0.0
P0006139,22,F,A,sedan,17578,7.6,0.5312,0,0.0
P0006140,46,F,C,suv,33046,29.7,0.5469,0,0.0
P0006141,37,F,B,sedan,30246,14.2,0.9184,0,0.0
P0006142,19,F,C,sedan,22830,4.7,0.6617,0,0.0
P0006143,51,M,C,sedan,35867,32.2,0.5883,0,0.0
P0006144,78,F,B,sedan,28826,62.5,0.7936,0,0.0
P0006145,22,F,C,suv,28732,7.9,0.6273,0,0.0
P0006146,69,M,A,sedan,17302,53.2,0.9936,1,3590.14
P0006147,51,F,A,truck,20365,36.8,0.9103,0,0.0
P0006148,63,F,A,sedan,34156,49.1,0.9446,0,0.0
P0006149,24,F,B,sedan,33708,8.4,0.9168,0,0.0
P0006150,72,M,A,sedan,27323,57.2,0.9429,0,0.0
P0006151,18,F,B,sedan,8014,1.3,0.669,0,0.0
P0006152,75,F,C,sedan,9763,57.7,0.8367,0,0.0
P0006153,59,F,C,sedan,19163,43.6,0.9535,0,0.0
P0006154,39,M,A,sedan,22055,20.7,0.843,1,1089.47
P0006155,18,F,B,sedan,24328,2.3,0.9986,1,1544.07
P0006156,56,F,A,sedan,13424,39.3,0.9328,0,0.0
P0006157,23,M,A,sedan,29186,10.3,0.5355,0,0.0
P0006158,56,M,C,sedan,30834,38.8,0.7508,0,0.0
P0006159,66,F,C,sedan,11463,44.5,0.6378,1,21166.81
P0006160,34,F,A,sedan,29267,15.4,0.9375,0,0.0
P0006161,33,F,A,sedan,9674,16.3,0.9686,0,0.0
P0006162,31,M,A,sedan,20330,16.3,0.7833,0,0.0
P0006163,32,F,B,truck,32212,11.7,0.5291,0,0.0
P0006164,25,M,A,sedan,14359,8.3,0.6733,0,0.0
P0006165,33,M,A,sedan,26235,17.3,0.5943,0,0.0
P0006166,59,M,B,truck,31433,43.3,0.7646,0,0.0
P0006167,37,F,A,sedan,20214,15.9,0.9924,0,0.0
P0006168,67,M,C,sedan,31365,50.2,0.6716,0,0.0
P0006169,69,M,C,truck,24770,51.1,0.867,1,5320.93
P0006170,65,M,B,suv,20662,48.4,0.9155,0,0.0
P0006171,51,F,B,suv,8666,34.1,0.9151,0,0.0
P0006172,37,M,C,sedan,27234,20.8,0.5748,1,998.57
P0006173,76,M,A,sedan,14635,56.2,0.6187,1,2623.96
P0006174,30,M,C,sedan,13850,12.9,0.6116,0,0.0
P0006175,47,M,A,suv,33506,32.8,0.6486,0,0.0
P0006176,46,F,C,sedan,15814,28.2,0.5234,0,0.0
P0006177,64,F,A,suv,16151,47.2,0.7697,1,6608.42
P0006178,52,M,C,truck,34265,34.2,0.8705,1,2754.06
P0006179,68,M,A,truck,13975,51.7,0.6304,0,0.0
P0006180,75,M,C,sedan,27824,59.1,0.8199,0,0.0
P0006181,42,F,B,suv,21121,23.2,0.7728,0,0.0
P0006182,73,F,A,suv,7235,52.3,0.5496,0,0.0
P0006183,28,M,C,suv,23031,14.7,0.6199,0,0.0
P0006184,75,M,A,truck,19189,57.8,0.6207,0,0.0
P0006185,29,F,B,suv,27498,13.1,0.7443,0,0.0
P0006186,71,F,A,suv,17268,55.8,0.8139,0,0.0
P0006187,42,M,C,sedan,12449,29.3,0.6507,0,0.0
P0006188,78,F,C,suv,12160,60.3,0.5636,0,0.0
P0006189,26,F,B,suv,21368,10.0,0.6346,0,0.0
P0006190,47,F,C,suv,35843,31.1,0.5201,0,0.0
P0006191,74,F,C,suv,18971,54.6,0.8743,0,0.0
P0006192,20,F,B,sedan,9209,3.9,0.8497,0,0.0
P0006193,34,M,A,sedan,30489,18.0,0.8353,0,0.0
P0006194,23,M,B,truck,14742,8.7,0.8089,0,0.0
P0006195,38,M,A,sedan,18158,22.8,0.6488,0,0.0
P0006196,42,M,B,suv,31310,22.1,0.5577,0,0.0
P0006197,56,F,A,suv,8437,37.8,0.7995,0,0.0
P0006198,34,F,C,sedan,9100,14.4,0.8663,0,0.0
P0006199,27,F,B,sedan,11246,11.7,0.9054,0,0.0
P0006200,28,F,B,suv,16660,10.3,0.8633,0,0.0
P0006201,77,M,A,suv,31587,57.9,0.8293,0,0.0
P0006202,78,F,A,sedan,24659,59.8,0.9122,1,3197.82
P0006203,31,M,C,truck,29040,10.8,0.8809,0,0.0
